A debreagem é um mecanismo de instauração de pessoas, espaços e tempos no enunciado. É uma operação pela qual a instância da enunciação projeta fora dela as categorias ligadas a sua estrutura de base (a pessoa, o tempo e o espaço) para constituir os elementos sobre os quais se assenta o enunciado-discurso. Dessa forma, ela povoa o enunciado de pessoas, temporaliza-o e espacializa-o.	﻿A debreagem é um mecanismo de instauração de pessoas, espaços e tempos no enunciado. É uma operação pela qual a instância da enunciação projeta fora dela as categorias ligadas a sua estrutura de base (a pessoa, o tempo e o espaço) para constituir os elementos sobre os quais se assenta o enunciado-discurso. Dessa forma, ela povoa o enunciado de pessoas, temporaliza-o e espacializa-o.	0	False
A debreagem pode ser enunciativa ou enunciva. Na enunciativa, instalam-se no enunciado os actantes da enunciação (eu/tu), o que cria uma narrativa em que o narrador se explicita como eu e em que pode também enunciar claramente o “leitor” a quem se dirige. Instauram-se também o espaço do aqui e aqueles que se organizam a partir desse marco (aí, ali, lá, acolá). Instituem-se os tempos relacionados diretamente ao presente do ato de dizer (concomitância, anterioridade e posterioridade ao presente). Note-se, por exemplo, o início do poema Tabacaria, de Álvaro de Campos, um dos heterônimos de Fernando Pessoa: “Não sou nada. / Nunca serei nada. / Não posso querer ser nada. / À parte isso, tenho em mim todos os sonhos do mundo.” A debreagem enunciativa produz a enunciação enunciada, ou seja, as marcas da enunciação que estão no enunciado.	A debreagem pode ser enunciativa ou enunciva. Na enunciativa, instalam-se no enunciado os actantes da enunciação (eu/tu), o que cria uma narrativa em que o narrador se explicita como eu e em que pode também enunciar claramente o “leitor” a quem se dirige. Instauram-se também o espaço do aqui e aqueles que se organizam a partir desse marco (aí, ali, lá, acolá). Instituem-se os tempos relacionados diretamente ao presente do ato de dizer (concomitância, anterioridade e posterioridade ao presente). Note-se, por exemplo, o início do poema Tabacaria, de Álvaro de Campos, um dos heterônimos de Fernando Pessoa: “Não sou nada. / Nunca serei|||DIFF|||será nada. / Não posso querer ser nada. / À parte isso, tenho em mim todos os sonhos do mundo.” A debreagem enunciativa produz a enunciação enunciada, ou seja, as marcas da enunciação que estão no enunciado.	1	True
Na debreagem enunciva, instalam-se no dito os actantes do enunciado (ele), o que cria uma narrativa em que o narrador se ausenta daquilo que diz, fato que é imprecisamente denominado narrativa em terceira pessoa. Nela é como se os fatos se narrassem a si mesmos. Instauram-se também os espaços que não têm nenhuma relação com o espaço enunciativo (por exemplo: no primeiro capítulo da segunda parte de O guarani, de Alencar, aparece a seguinte frase: “No vasto copiar do pouso havia três pessoas contemplando com um certo prazer a luta espantosa dos elementos”; 1964, p. 90). Instituem-se os tempos relacionados seja a um marco temporal pretérito (concomitância, anterioridade e posterioridade ao pretérito), seja a um marco temporal futuro (concomitância, anterioridade e posterioridade ao futuro). Esse tipo de debreagem cria um efeito de sentido de objetividade. Efetivamente, se os fatos narram-se a si mesmos, num espaço não relacionado ao da enunciação e num tempo pretérito ou futuro, que simulam o tempo cósmico, então o texto se tinge de “objetividade”. A debreagem enunciva produz o enunciado enunciado, que é assim chamado para mostrar que mesmo o que parece escapar ao ato enunciativo é enunciado.	Na debreagem enunciva, instalam-se no dito os actantes do enunciado (ele), o que cria uma narrativa em que o narrador se ausenta daquilo que diz, fato que é imprecisamente denominado narrativa em terceira pessoa. Nela é como se os fatos se narrassem a si mesmos. Instauram-se também os espaços que não têm nenhuma relação com o espaço enunciativo (por exemplo: no primeiro capítulo da segunda parte de O guarani, de Alencar, aparece a seguinte frase: “No vasto copiar do pouso havia três pessoas contemplando com um certo prazer a luta espantosa dos elementos”; 1964, p. 90). Instituem-se os tempos relacionados seja a um marco temporal pretérito (concomitância, anterioridade e posterioridade ao pretérito), seja a um marco temporal futuro (concomitância, anterioridade e posterioridade ao futuro). Esse tipo de debreagem cria um efeito de sentido de objetividade. Efetivamente, se os fatos narram-se a si mesmos, num espaço não relacionado ao da enunciação e num tempo pretérito ou futuro, que simulam|||DIFF|||simula o tempo cósmico, então o texto se tinge de “objetividade”. A debreagem enunciva produz o enunciado enunciado, que é assim chamado para mostrar que mesmo o que parece escapar ao ato enunciativo é enunciado.	1	True
A embreagem é o efeito de retorno à instância de enunciação, produzido pela suspensão da oposição entre dois termos das categorias de pessoa ou de espaço ou de tempo. Nessa operação, neutralizam-se as diferenças constitutivas dessas categorias, o que leva à utilização de uma pessoa com valor de outra, de um marcador de espaço com sentido de outro ou de um tempo com significado de outro. Observe-se o exemplo que comenta uma fala da cantora Valesca Popozuda:	A embreagem é o efeito de retorno à instância de enunciação, produzido pela suspensão da oposição entre dois termos das categorias de pessoa ou de espaço ou de tempo. Nessa operação, neutralizam-se as diferenças constitutivas dessas categorias, o que leva à utilização de uma pessoa com valor de outra, de um marcador de espaço com sentido de outro ou de um tempo com significado de outro. Observe-se o exemplo que comenta uma fala da cantora Valesca Popozuda:	0	False
Em sua fala, ela neutraliza a oposição entre a primeira e a terceira pessoa, utilizando a terceira com valor de primeira.	Em sua fala, ela neutraliza a oposição entre a primeira e a terceira pessoa, utilizando a terceira com valor de primeira.	0	False
Em O coronel e o lobisomem, de José Cândido de Carvalho (1971, p. 239), na passagem “Porta na taramela, ligeirinho pedi ao major notícia de Dona Bebé de Melo: - Seu compadre, onde anda essa beleza”, suspende-se a oposição entre aquela e essa, utilizando-se o segundo pronome no lugar do primeiro.	Em O coronel e o lobisomem, de José Cândido de Carvalho (1971, p. 239), na passagem “Porta na taramela, ligeirinho pedi|||DIFF|||pediu ao major notícia de Dona Bebé de Melo: - Seu compadre, onde anda essa beleza”, suspende-se a oposição entre aquela e essa, utilizando-se o segundo pronome no lugar do primeiro.	1	True
Nele, neutraliza-se a oposição entre o pretérito perfeito (concomitante do pretérito) e o presente (concomitante do presente) e este passa a ser usado em lugar daquele.	Nele, neutraliza-se a oposição entre o pretérito perfeito (concomitante do pretérito) e o presente (concomitante do presente) e este passa a ser usado em lugar daquele.	0	False
A embreagem é um efeito de retorno à instância de enunciação, porque, quando se instalam no enunciado pessoas, espaços e tempos no seu sentido próprio, eles simulam pessoas, espaços e tempos do mundo real. No entanto, quando se utiliza uma pessoa no lugar de outra, um tempo com valor de outro, um marcador de espaço com o sentido de outro, nota-se claramente que pessoa, espaço e tempo são construções da linguagem: a primeira pessoa do plural pode indicar a primeira do singular; a segunda do singular pode ser usada pela primeira do singular; o espaço da primeira pessoa pode apontar para o da terceira; o presente pode tornar-se futuro e assim por diante. As embreagens produzem efeitos de aproximação e distanciamento da instância da enunciação, que se concretizam como subjetividade e objetividade na categoria de pessoa; como presentificação na categoria de espaço; como conjunção e deslocação, realidade e virtualidade, inacabamento e não início na categoria de tempo.	A embreagem é um efeito de retorno à instância de enunciação, porque, quando se instalam no enunciado pessoas, espaços e tempos no seu sentido próprio, eles simulam pessoas, espaços e tempos do mundo real. No entanto, quando se utiliza uma pessoa no lugar de outra, um tempo com valor de outro, um marcador de espaço com o sentido de outro, nota-se claramente que pessoa, espaço e tempo são construções da linguagem: a primeira pessoa do plural pode indicar a primeira do singular; a segunda do singular pode ser usada pela primeira do singular; o espaço da primeira pessoa pode apontar para o da terceira; o presente pode tornar-se futuro e assim por diante. As embreagens produzem efeitos de aproximação e distanciamento da instância da enunciação, que se concretizam como subjetividade e objetividade na categoria de pessoa; como presentificação na categoria de espaço; como conjunção e deslocação, realidade e virtualidade, inacabamento e não início na categoria de tempo.	0	False
É necessário postular teoricamente que toda embreagem pressupõe uma debreagem anterior, porque é preciso haver uma marca que indique ao leitor que uma pessoa, um tempo ou um marcador de espaço estão sendo usados no lugar de outro. Ora, essa marca deve ser descrita como um vestígio da debreagem que precede a embreagem. Na frase, a terceira pessoa do plural está no lugar da primeira do plural e isso é marcado pela concordância verbal, que é explicada pela ocorrência de uma debreagem anterior à embreagem (os dois = eu e meu irmão).	É necessário postular teoricamente que toda embreagem pressupõe uma debreagem anterior, porque é preciso haver uma marca que indique ao leitor que uma pessoa, um tempo ou um marcador de espaço estão sendo usados no lugar de outro. Ora, essa marca deve ser descrita como um vestígio da debreagem que precede a embreagem. Na frase, a terceira pessoa do plural está no lugar da primeira do plural e isso é marcado pela concordância verbal, que é explicada pela ocorrência de uma debreagem anterior à embreagem (os dois = eu e meu irmão).	0	False
Mais tarde, Greimas acrescenta uma última operação, a convocação (GREIMAS; FONTANILLE, 1993, p. 69-70), que é o chamamento em discurso, é o processo de discursivização de qualquer grandeza semionarrativa disponível. A enunciação convoca as possibilidades ausentes e torna-as presentes. Observe-se que, se pensarmos as operações de enunciação apenas como debreagem e embreagem, temos que operar com um conceito mais restrito de aparelho formal de enunciação. No entanto, com a convocação, a língua, como diz Sírio Possenti, em texto já citado, não contém um aparelho formal de enunciação, ela é um aparelho formal de enunciação, porque todas as formas convocadas para o estabelecimento do enunciado constroem o sujeito enunciador, estando, portanto, submetidas à ordem da enunciação. Não se quer, com isso, desprezar a singularidade das chamadas categorias da enunciação, mas chamar a atenção para o fato de que todos os elementos da língua estão subordinados ao domínio da enunciação.	Mais tarde, Greimas acrescenta uma última operação, a convocação (GREIMAS; FONTANILLE, 1993, p. 69-70), que é o chamamento em discurso, é o processo de discursivização de qualquer grandeza semionarrativa disponível. A enunciação convoca as possibilidades ausentes e torna-as presentes. Observe-se que, se pensarmos as operações de enunciação apenas como debreagem e embreagem, temos que operar com um conceito mais restrito de aparelho formal de enunciação. No entanto, com a convocação, a língua, como diz Sírio Possenti, em texto já citado, não contém um aparelho formal de enunciação, ela é um aparelho formal de enunciação, porque todas as formas convocadas para o estabelecimento do enunciado constroem o sujeito enunciador, estando, portanto, submetidas à ordem da enunciação. Não se quer, com isso, desprezar a singularidade das chamadas categorias da enunciação, mas chamar a atenção para o fato de que todos os elementos da língua estão subordinados ao domínio da enunciação.	0	False
